name,ONS_code,county,region,country,winner_2019,winner_2024,MP_name,winner_votes,percentage_of_total_votes,margin_of_total_votes,Labour,Conservative,Reform UK,Liberal Democrat,Green,Scottish National Party,Plaid Cymru,Sinn Fein,Democratic Unionist Party,Alliance Party,Ulster Unionist Party,Social Democratic and Labour Party,Traditional Unionist Voice,Independent,Other,total_votes,turnout
Liverpool Walton,E14001339,Mersyside,North West,England,Labour,Labour,Dan Carden,26032,0.706,0.549,26032,1282,5787,945,2388,0,0,0,0,0,0,0,0,0,452,36886,0.532
Liverpool Wavertree,E14001340,Mersyside,North West,England,Labour,Labour,Paula Barker,23077,0.58,0.409,23077,1887,3454,2759,6773,0,0,0,0,0,0,0,0,0,1865,39815,0.564
Liverpool West Derby,E14001341,Mersyside,North West,England,Labour,Labour,Ian Byrne,25302,0.666,0.537,25302,1566,4879,1276,2647,0,0,0,0,0,0,0,0,0,2336,38006,0.544
Loughborough,E14001342,Leicestershire,East Midlands,England,Conservative,Labour,Jeevun Sandher,17249,0.408,0.117,17249,12289,7204,2561,2956,0,0,0,0,0,0,0,0,0,0,42259,0.613
Louth and Horncastle,E14001343,Lincolnshire,East Midlands,England,Conservative,Conservative,Victoria Atkins,17441,0.375,0.118,10475,17441,11935,2364,2504,0,0,0,0,0,0,0,0,0,1760,46479,0.605
Lowestoft,E14001344,Suffolk,East England,England,Conservative,Labour,Jessica Asato,14464,0.346,0.0482,14464,12448,10328,1489,3095,0,0,0,0,0,0,0,0,0,0,41824,0.563
Luton North,E14001345,Bedfordshire,East England,England,Labour,Labour,Sarah Owen,14677,0.379,0.194,14677,7167,4666,1890,1940,0,0,0,0,0,0,0,0,0,8405,38745,0.518
Luton South and South Bedfordshire,E14001346,Bedfordshire,East England,England,Labour,Labour,Rachel Hopkins,13593,0.354,0.179,13593,6735,4759,2400,2401,0,0,0,0,0,0,0,0,0,8494,38382,0.499
Macclesfield,E14001347,Cheshire,North West,England,Conservative,Labour,Tim Roca,24672,0.467,0.172,24672,15552,6592,2482,2493,0,0,0,0,0,0,0,0,0,1001,52935,0.693
Maidenhead,E14001348,Berkshire,South East,England,Conservative,Liberal Democrat,Joshua Reynolds,21895,0.435,0.0589,5766,18932,0,21895,1996,0,0,0,0,0,0,0,0,0,1740,50329,0.67
Maidstone and Malling,E14001349,Kent,South East,England,Conservative,Conservative,Helen Grant,14146,0.305,0.0361,12472,14146,9316,6375,3727,0,0,0,0,0,0,0,0,0,353,46389,0.607
Makerfield,E14001350,Greater Manchester,North West,England,Labour,Labour,Josh Simons,18202,0.452,0.134,18202,4379,12803,2735,1776,0,0,0,0,0,0,0,0,0,368,40398,0.524
Maldon,E14001351,Essex,East England,England,Conservative,Conservative,John Whittingdale,19374,0.389,0.139,9817,19374,12468,5882,2300,0,0,0,0,0,0,0,0,0,0,49841,0.637
Manchester Central,E14001352,Greater Manchester,North West,England,Labour,Labour,Lucy Powell,20184,0.508,0.347,20184,2823,4760,3051,6387,0,0,0,0,0,0,0,0,0,2520,39725,0.467
Manchester Rusholme,E14001353,Greater Manchester,North West,England,Labour,Labour,Afzal Khan,15054,0.519,0.284,15054,1678,1313,0,6819,0,0,0,0,0,0,0,0,0,4169,29033,0.4
Manchester Withington,E14001354,Greater Manchester,North West,England,Labour,Labour,Jeff Smith,22066,0.529,0.335,22066,2280,1961,5412,8084,0,0,0,0,0,0,0,0,0,1928,41731,0.592
Mansfield,E14001355,Nottinghamshire,East Midlands,England,Conservative,Labour,Steve Yemm,16048,0.391,0.0846,16048,12563,9385,799,1326,0,0,0,0,0,0,0,0,0,966,41206,0.557
Melksham and Devizes,E14001356,Wiltshire,South West,England,Conservative,Liberal Democrat,Brian Mathew,20031,0.391,0.0469,4587,17630,6726,20031,2229,0,0,0,0,0,0,0,0,0,0,51223,0.698
Melton and Syston,E14001357,Leicestershire,East Midlands,England,Conservative,Conservative,Edward Argar,17526,0.381,0.117,12130,17526,8945,2547,3685,0,0,0,0,0,0,0,0,0,1153,46149,0.619
Meriden and Solihull East,E14001358,West Midlands,West Midlands,England,Conservative,Conservative,Saqib Bhatti,16792,0.381,0.104,12208,16792,8753,3353,2929,0,0,0,0,0,0,0,0,0,0,44198,0.635
Mid Bedfordshire,E14001359,Bedfordshire,East England,England,Conservative,Conservative,Blake Stephenson,16912,0.341,0.0266,15591,16912,8594,4068,2584,0,0,0,0,0,0,0,0,0,1872,49621,0.651
Mid Buckinghamshire,E14001360,Buckinghamshire,South East,England,Conservative,Conservative,Greg Smith,20150,0.373,0.107,9171,20150,6926,14278,2942,0,0,0,0,0,0,0,0,0,484,54951,0.713
Mid Cheshire,E14001361,Cheshire,North West,England,Conservative,Labour,Andrew Cooper,18457,0.445,0.214,18457,9530,7967,2465,1967,0,0,0,0,0,0,0,0,0,1123,41624,0.59
Mid Derbyshire,E14001362,Derbyshire,East Midlands,England,Conservative,Labour,Jonathan Davies,17346,0.365,0.0395,17346,15468,8356,2361,3547,0,0,0,0,0,0,0,0,0,465,47543,0.686
Mid Dorset and North Poole,E14001363,Dorset,South West,England,Conservative,Liberal Democrat,Vikki Slade,21442,0.433,0.0273,4566,20090,0,21442,2355,0,0,0,0,0,0,0,0,0,1061,49514,0.683
Mid Leicestershire,E14001364,Leicestershire,East Midlands,England,Conservative,Conservative,Peter Bedford,17735,0.369,0.0456,15534,17735,8923,2444,3414,0,0,0,0,0,0,0,0,0,0,48235,0.633
Mid Norfolk,E14001365,Norfolk,East England,England,Conservative,Conservative,George Freeman,16770,0.365,0.0665,13716,16770,9427,3126,2858,0,0,0,0,0,0,0,0,0,0,45897,0.67
Mid Sussex,E14001366,West Sussex,South East,England,Conservative,Liberal Democrat,Alison Bennett,21136,0.396,0.125,9397,14474,5921,21136,2048,0,0,0,0,0,0,0,0,0,352,53328,0.702
Middlesbrough South and East Cleveland,E14001368,North Yorkshire,North East,England,Conservative,Labour,Luke Myer,16468,0.433,0.00563,16468,16254,0,2032,1446,0,0,0,0,0,0,0,0,0,1835,38035,0.541
Middlesbrough and Thornaby East,E14001367,North Yorkshire,North East,England,Labour,Labour,Andy McDonald,16238,0.472,0.267,16238,6174,7046,1037,1522,0,0,0,0,0,0,0,0,0,2390,34407,0.458
Milton Keynes Central,E14001369,Buckinghamshire,South East,England,Conservative,Labour,Emily Darlington,20209,0.423,0.152,20209,12918,6245,4931,3226,0,0,0,0,0,0,0,0,0,200,47930,0.589
Milton Keynes North,E14001370,Buckinghamshire,South East,England,Conservative,Labour,Chris Curtis,19318,0.42,0.118,19318,13888,6164,3365,3242,0,0,0,0,0,0,0,0,0,0,45977,0.651
Mitcham and Morden,E14001371,London,London,England,Labour,Labour,Siobhain McDonagh,25085,0.554,0.415,25085,6324,4135,3622,4635,0,0,0,0,0,0,0,0,0,1454,45255,0.586
Morecambe and Lunesdale,E14001372,Lancashire,North West,England,Conservative,Labour,Lizzi Collinge,19603,0.408,0.121,19603,13788,7810,4769,2089,0,0,0,0,0,0,0,0,0,0,48059,0.629
New Forest East,E14001373,Hampstead,South East,England,Conservative,Conservative,Julian Lewis,17412,0.385,0.187,8917,17412,7646,7198,3118,0,0,0,0,0,0,0,0,0,939,45376,0.615
New Forest West,E14001374,Hampstead,South East,England,Conservative,Conservative,Desmond Swayne,16412,0.354,0.121,10812,16412,7577,8186,2800,0,0,0,0,0,0,0,0,0,550,46337,0.654
Newark,E14001375,Nottinghamshire,East Midlands,England,Conservative,Conservative,Robert Jenrick,20968,0.392,0.0668,17396,20968,8280,3026,2345,0,0,0,0,0,0,0,0,0,1444,53459,0.67
Newbury,E14001376,Berkshire,South East,England,Conservative,Liberal Democrat,Lee Dillon,19645,0.401,0.0486,3662,17268,5357,19645,2714,0,0,0,0,0,0,0,0,0,284,48930,0.68
Newcastle-under-Lyme,E14001380,Staffordshire,West Midlands,England,Conservative,Labour,Adam Jogee,15992,0.404,0.128,15992,10923,8865,1987,1851,0,0,0,0,0,0,0,0,0,0,39618,0.584
Newcastle upon Tyne Central and West,E14001377,Tyne and Wear,North East,England,Labour,Labour,Chi Onwurah,18875,0.456,0.267,18875,4228,7815,1946,3228,0,0,0,0,0,0,0,0,0,5263,41355,0.538
Newcastle upon Tyne East and Wallsend,E14001378,Tyne and Wear,North East,England,Labour,Labour,Mary Glindon,21200,0.501,0.303,21200,3522,8383,2965,5257,0,0,0,0,0,0,0,0,0,994,42321,0.555
Newcastle upon Tyne North,E14001379,Tyne and Wear,North East,England,Labour,Labour,Catherine McKinnell,24440,0.503,0.365,24440,6678,5933,5936,5035,0,0,0,0,0,0,0,0,0,595,48617,0.65
Newton Abbot,E14001381,Devon,South West,England,Conservative,Liberal Democrat,Martin Wrigley,15201,0.317,0.0468,7115,12955,8494,15201,2083,0,0,0,0,0,0,0,0,0,2144,47992,0.65
Newton Aycliffe and Spennymoor,E14001382,Durham,North East,England,Conservative,Labour,Alan Strickland,18394,0.462,0.221,18394,8195,9555,1491,1701,0,0,0,0,0,0,0,0,0,510,39925,0.552
Normanton and Hemsworth,E14001383,West Yorkshire,Yorkshire and the Humber,England,Labour,Labour,Jon Trickett,17275,0.475,0.183,17275,4995,10613,1319,2147,0,0,0,0,0,0,0,0,0,0,36349,0.481
North Bedfordshire,E14001384,Bedfordshire,East England,England,Conservative,Conservative,Richard Fuller,19981,0.388,0.105,14567,19981,8433,5553,3027,0,0,0,0,0,0,0,0,0,0,51561,0.654
North Cornwall,E14001385,Cornwall,South West,England,Conservative,Liberal Democrat,Ben Maguire,24904,0.478,0.207,2958,14137,8444,24904,1335,0,0,0,0,0,0,0,0,0,277,52055,0.678
North Cotswolds,E14001386,Gloucestershire,South West,England,Conservative,Conservative,Geoffrey Clifton-Brown,17426,0.347,0.0668,8593,17426,6502,14069,3191,0,0,0,0,0,0,0,0,0,448,50229,0.698
North Devon,E14001387,Devon,South West,England,Conservative,Liberal Democrat,Ian Roome,21820,0.424,0.131,3216,15076,8137,21820,2348,0,0,0,0,0,0,0,0,0,820,51417,0.704
North Dorset,E14001388,Dorset,South West,England,Conservative,Conservative,Simon Hoare,18208,0.366,0.032,4370,18208,7894,16619,2082,0,0,0,0,0,0,0,0,0,510,49683,0.684
North Durham,E14001389,Durham,North East,England,Labour,Labour,Luke Akehurst,16562,0.398,0.141,16562,6492,10689,4208,2366,0,0,0,0,0,0,0,0,0,1248,41727,0.568
North East Cambridgeshire,E14001390,Cambridgeshire,East England,England,Conservative,Conservative,Steve Barclay,16246,0.415,0.184,8008,16246,9057,2716,2001,0,0,0,0,0,0,0,0,0,1148,39176,0.515
North East Derbyshire,E14001391,Derbyshire,East Midlands,England,Conservative,Labour,Louise Jones,17591,0.384,0.038,17591,15838,7899,2159,2271,0,0,0,0,0,0,0,0,0,108,46149,0.627
North East Hampshire,E14001392,Hampstead,South East,England,Conservative,Liberal Democrat,Alex Brewer,21178,0.381,0.0114,5057,20544,6673,21178,1425,0,0,0,0,0,0,0,0,0,683,55560,0.722
North East Hertfordshire,E14001393,Hertfordshire,East England,England,Conservative,Labour,Chris Hinchliff,18358,0.35,0.0366,18358,16435,8462,5463,3802,0,0,0,0,0,0,0,0,0,0,52520,0.69
North East Somerset and Hanham,E14001394,Somerset,South West,England,Conservative,Labour,Dan Norris,20739,0.406,0.104,20739,15420,7424,3878,3222,0,0,0,0,0,0,0,0,0,442,51125,0.692
North Herefordshire,E14001395,Herefordshire,West Midlands,England,Conservative,Green,Ellie Chowns,21736,0.432,0.117,3205,15842,8048,1436,21736,0,0,0,0,0,0,0,0,0,95,50362,0.717
North Norfolk,E14001396,Norfolk,East England,England,Conservative,Liberal Democrat,Steffan Aquarone,19488,0.414,0.0515,2878,16903,6368,19488,1406,0,0,0,0,0,0,0,0,0,0,50219,0.667
North Northumberland,E14001397,Northumberland,North East,England,Conservative,Labour,David Smith,17855,0.366,0.104,17855,12788,7688,5169,1743,0,0,0,0,0,0,0,0,0,3600,48843,0.659
North Shropshire,E14001398,Shropshire,West Midlands,England,Conservative,Liberal Democrat,Helen Morgan,26214,0.529,0.309,3423,10903,7687,26214,1234,0,0,0,0,0,0,0,0,0,133,49594,0.639
North Somerset,E14001399,Somerset,South West,England,Conservative,Labour,Sadik Al-Hassan,19138,0.356,0.0119,19138,18499,5602,7121,3273,0,0,0,0,0,0,0,0,0,133,53766,0.763
North Warwickshire and Bedworth,E14001400,Warwickshire,West Midlands,England,Conservative,Labour,Rachel Taylor,14727,0.36,0.0537,14727,12529,10701,1228,1755,0,0,0,0,0,0,0,0,0,0,40940,0.587
North West Cambridgeshire,E14001401,Cambridgeshire,East England,England,Conservative,Labour,Sam Carling,14785,0.333,0.000878,14785,14746,8741,3192,2960,0,0,0,0,0,0,0,0,0,0,44424,0.585
North West Essex,E14001402,Essex,East England,England,Conservative,Conservative,Kemi Badenoch,19360,0.356,0.048,16750,19360,7668,6055,2846,0,0,0,0,0,0,0,0,0,1707,54386,0.681
North West Hampshire,E14001403,Hampstead,South East,England,Conservative,Conservative,Kit Malthouse,17770,0.35,0.0647,14482,17770,7734,7626,2745,0,0,0,0,0,0,0,0,0,466,50823,0.667
North West Leicestershire,E14001404,Leicestershire,East Midlands,England,Conservative,Labour,Amanda Hack,16871,0.347,0.0208,16871,15859,9678,1629,2831,0,0,0,0,0,0,0,0,0,1704,48572,0.625
North West Norfolk,E14001405,Norfolk,East England,England,Conservative,Conservative,James Wild,16097,0.361,0.111,11143,16097,8697,6492,2137,0,0,0,0,0,0,0,0,0,0,44566,0.599
Northampton North,E14001406,Northamptonshire,East Midlands,England,Conservative,Labour,Lucy Rigby,18209,0.435,0.216,18209,9195,7010,2251,2558,0,0,0,0,0,0,0,0,0,2590,41813,0.553
Northampton South,E14001407,Northamptonshire,East Midlands,England,Conservative,Labour,Mike Reader,16890,0.385,0.0927,16890,12819,8210,3193,2398,0,0,0,0,0,0,0,0,0,394,43904,0.624
Norwich North,E14001408,Norfolk,East England,England,Conservative,Labour,Alice MacDonald,20794,0.454,0.237,20794,9944,8229,2073,4372,0,0,0,0,0,0,0,0,0,353,45765,0.604
Norwich South,E14001409,Norfolk,East England,England,Labour,Labour,Clive Lewis,21484,0.476,0.294,21484,5806,5227,3577,8245,0,0,0,0,0,0,0,0,0,756,45095,0.59
Nottingham East,E14001410,Nottinghamshire,East Midlands,England,Labour,Labour,Nadia Whittome,19494,0.536,0.417,19494,3925,3578,1741,4332,0,0,0,0,0,0,0,0,0,3291,36401,0.525
Nottingham North and Kimberley,E14001411,Nottinghamshire,East Midlands,England,Labour,Labour,Alex Norris,16480,0.471,0.269,16480,6787,7053,1336,3351,0,0,0,0,0,0,0,0,0,0,35007,0.475
Nottingham South,E14001412,Nottinghamshire,East Midlands,England,Labour,Labour,Lilian Greenwood,15579,0.474,0.313,15579,5285,4936,2059,2923,0,0,0,0,0,0,0,0,0,2097,32879,0.512
Nuneaton,E14001413,Warwickshire,West Midlands,England,Conservative,Labour,Jodie Gosling,15216,0.369,0.0844,15216,11737,9059,1340,2894,0,0,0,0,0,0,0,0,0,967,41214,0.587
Old Bexley and Sidcup,E14001414,London,London,England,Conservative,Conservative,Louie French,17910,0.376,0.0745,14362,17910,10384,1927,2601,0,0,0,0,0,0,0,0,0,449,47633,0.659
Oldham East and Saddleworth,E14001415,Greater Manchester,North West,England,Labour,Labour,Debbie Abrahams,14091,0.352,0.159,14091,6838,7734,3386,1490,0,0,0,0,0,0,0,0,0,6526,40065,0.555
Oldham West Chadderton and Royton,E14001416,Greater Manchester,North West,England,Labour,Labour,Jim McMahon,13232,0.343,0.129,13232,4066,6848,1271,1857,0,0,0,0,0,0,0,0,0,11299,38573,0.528
Orpington,E14001417,London,London,England,Conservative,Conservative,Gareth Bacon,17504,0.38,0.111,12386,17504,8896,4728,2319,0,0,0,0,0,0,0,0,0,240,46073,0.657
Ossett and Denby Dale,E14001418,West Yorkshire,Yorkshire and the Humber,England,Conservative,Labour,Jade Botterill,17232,0.393,0.104,17232,12690,9224,1785,2132,0,0,0,0,0,0,0,0,0,810,43873,0.607
Oxford East,E14001419,Oxfordshire,South East,England,Labour,Labour,Anneliese Dodds,19541,0.497,0.368,19541,4739,0,3437,5076,0,0,0,0,0,0,0,0,0,6548,39341,0.548
Oxford West and Abingdon,E14001420,Oxfordshire,South East,England,Liberal Democrat,Liberal Democrat,Layla Moran,23414,0.509,0.324,5981,8520,4164,23414,3236,0,0,0,0,0,0,0,0,0,683,45998,0.645
Peckham,E14001421,London,London,England,Labour,Labour,Miatta Fahnbulleh,22813,0.588,0.394,22813,2276,1790,2724,7585,0,0,0,0,0,0,0,0,0,1609,38644,0.538
Pendle and Clitheroe,E14001422,Lancashire,North West,England,Conservative,Labour,Jonathan Hinder,16129,0.345,0.0193,16129,15227,8171,2039,1421,0,0,0,0,0,0,0,0,0,3767,46754,0.593
Penistone and Stocksbridge,E14001423,South Yorkshire,Yorkshire and the Humber,England,Conservative,Labour,Marie Tidball,19169,0.436,0.198,19169,10430,9456,2866,2044,0,0,0,0,0,0,0,0,0,0,44132,0.621
Penrith and Solway,E14001424,Cumbria,North West,England,Conservative,Labour,Markus Campbell-Savours,19986,0.406,0.107,19986,14729,7624,4742,1730,0,0,0,0,0,0,0,0,0,470,49281,0.632
Peterborough,E14001425,Cambridgeshire,East England,England,Conservative,Labour,Andrew Pakes,13418,0.32,0.00282,13418,13300,5379,1746,2542,0,0,0,0,0,0,0,0,0,5487,41872,0.571
Plymouth Moor View,E14001426,Devon,South West,England,Conservative,Labour,Fred Thomas,17665,0.412,0.131,17665,12061,9670,1766,1694,0,0,0,0,0,0,0,0,0,0,42856,0.574
Plymouth Sutton and Devonport,E14001427,Devon,South West,England,Labour,Labour,Luke Pollard,20795,0.494,0.317,20795,6873,7467,2441,3186,0,0,0,0,0,0,0,0,0,1333,42095,0.559
Pontefract Castleford and Knottingley,E14001428,West Yorkshire,Yorkshire and the Humber,England,Labour,Labour,Yvette Cooper,17089,0.475,0.184,17089,5406,10459,1213,1651,0,0,0,0,0,0,0,0,0,139,35957,0.482
Poole,E14001429,Dorset,South West,England,Conservative,Labour,Neil Duncan-Jordan,14168,0.318,0.000405,14168,14150,7429,5507,2218,0,0,0,0,0,0,0,0,0,1023,44495,0.601
Poplar and Limehouse,E14001430,London,London,England,Labour,Labour,Apsana Begum,18535,0.431,0.292,18535,4738,3403,4189,5975,0,0,0,0,0,0,0,0,0,6211,43051,0.51
Portsmouth North,E14001431,Hampstead,South East,England,Conservative,Labour,Amanda Martin,14495,0.348,0.0188,14495,13715,8501,3031,1851,0,0,0,0,0,0,0,0,0,0,41593,0.581
Portsmouth South,E14001432,Hampstead,South East,England,Labour,Labour,Stephen Morgan,18857,0.484,0.338,18857,5643,5702,4886,3107,0,0,0,0,0,0,0,0,0,733,38928,0.525
Preston,E14001433,Lancashire,North West,England,Labour,Labour,Mark Hendrick,14006,0.35,0.132,14006,5212,5738,3195,1751,0,0,0,0,0,0,0,0,0,10091,40132,0.67
Putney,E14001434,London,London,England,Labour,Labour,Fleur Anderson,20952,0.49,0.256,20952,10011,2681,5189,3182,0,0,0,0,0,0,0,0,0,722,42737,0.589
Queen's Park and Maida Vale,E14001435,London,London,England,Labour,Labour,Georgia Gould,20126,0.525,0.386,20126,5088,2106,3417,5213,0,0,0,0,0,0,0,0,0,2393,38613,0.508
Rawmarsh and Conisbrough,E14001436,South Yorkshire,Yorkshire and the Humber,England,Labour,Labour,John Healey,16612,0.49,0.204,16612,4496,9704,1137,1687,0,0,0,0,0,0,0,0,0,268,33904,0.482
Rayleigh and Wickford,E14001437,Essex,East England,England,Conservative,Conservative,Mark Francois,17756,0.37,0.117,11823,17756,12135,4068,2196,0,0,0,0,0,0,0,0,0,0,47978,0.627
Reading Central,E14001438,Berkshire,South East,England,Labour,Labour,Matt Rodda,21598,0.477,0.279,21598,8961,3904,3963,6417,0,0,0,0,0,0,0,0,0,448,45291,0.615
Reading West and Mid Berkshire,E14001439,Berkshire,South East,England,Conservative,Labour,Olivia Bailey,16273,0.35,0.0292,16273,14912,6260,5103,3169,0,0,0,0,0,0,0,0,0,834,46551,0.677
Redcar,E14001440,North Yorkshire,North East,England,Conservative,Labour,Anna Turley,15663,0.41,0.087,15663,12340,7216,1542,1270,0,0,0,0,0,0,0,0,0,169,38200,0.544
Redditch,E14001441,Worcestershire,West Midlands,England,Conservative,Labour,Chris Bloore,14810,0.349,0.0186,14810,14021,8516,2165,2098,0,0,0,0,0,0,0,0,0,765,42375,0.597
Reigate,E14001442,Surrey,South East,England,Conservative,Conservative,Rebecca Paul,18822,0.354,0.0599,15635,18822,7240,6773,4691,0,0,0,0,0,0,0,0,0,0,53161,0.69
Ribble Valley,E14001443,Lancashire,North West,England,Conservative,Labour,Maya Ellis,18177,0.349,0.0165,18177,17321,8524,5001,1727,0,0,0,0,0,0,0,0,0,1273,52023,0.646
Richmond Park,E14001445,London,London,England,Liberal Democrat,Liberal Democrat,Sarah Olney,28528,0.554,0.333,5048,11373,3258,28528,2728,0,0,0,0,0,0,0,0,0,582,51517,0.757
Richmond and Northallerton,E14001444,North Yorkshire,Yorkshire and the Humber,England,Conservative,Conservative,Rishi Sunak,23059,0.475,0.251,10874,23059,7142,4322,2058,0,0,0,0,0,0,0,0,0,1071,48636,0.658
Rochdale,E14001446,Greater Manchester,North West,England,Labour,Labour,Paul Waugh,13027,0.328,0.0363,13027,4273,6773,2816,1212,0,0,0,0,0,0,0,0,0,11587,39688,0.557
Rochester and Strood,E14001447,Kent,South East,England,Conservative,Labour,Lauren Edwards,15403,0.362,0.0538,15403,12473,9966,1894,2427,0,0,0,0,0,0,0,0,0,435,42598,0.574
Romford,E14001448,London,London,England,Conservative,Conservative,Andrew Rosindell,15339,0.348,0.0332,13876,15339,9624,1895,2220,0,0,0,0,0,0,0,0,0,1093,44047,0.604
Romsey and Southampton North,E14001449,Hampstead,South East,England,Conservative,Conservative,Caroline Nokes,19893,0.398,0.0438,4640,19893,5716,17702,1893,0,0,0,0,0,0,0,0,0,183,50027,0.696
Rossendale and Darwen,E14001450,Lancashire,North West,England,Conservative,Labour,Andy MacNae,18247,0.409,0.126,18247,12619,9695,1241,2325,0,0,0,0,0,0,0,0,0,491,44618,0.599
Rother Valley,E14001451,South Yorkshire,Yorkshire and the Humber,England,Conservative,Labour,Jake Richards,16023,0.385,0.0239,16023,15025,7679,1175,1706,0,0,0,0,0,0,0,0,0,0,41712,0.599
Rotherham,E14001452,South Yorkshire,Yorkshire and the Humber,England,Labour,Labour,Sarah Champion,16671,0.451,0.147,16671,0,11181,2824,2632,0,0,0,0,0,0,0,0,0,3624,37296,0.486
Rugby,E14001453,Warwickshire,West Midlands,England,Conservative,Labour,John Slinger,19533,0.399,0.0904,19533,15105,8225,3252,2556,0,0,0,0,0,0,0,0,0,333,49004,0.654
Ruislip Northwood and Pinner,E14001454,London,London,England,Conservative,Conservative,David Simmonds,21366,0.454,0.161,13785,21366,4671,4343,2926,0,0,0,0,0,0,0,0,0,0,47091,0.657
Runcorn and Helsby,E14001455,Cheshire,North West,England,Labour,Labour,Mike Amesbury,22358,0.529,0.347,22358,6756,7662,2149,2715,0,0,0,0,0,0,0,0,0,595,42406,0.593
Runnymede and Weybridge,E14001456,Surrey,South East,England,Conservative,Conservative,Ben Spencer,18442,0.382,0.158,9963,18442,6419,10815,1954,0,0,0,0,0,0,0,0,0,660,48253,0.656
Rushcliffe,E14001457,Nottinghamshire,East Midlands,England,Conservative,Labour,James Naish,25291,0.436,0.128,25291,17865,6353,3133,4367,0,0,0,0,0,0,0,0,0,735,57959,0.73
Rutland and Stamford,E14001458,Lincolnshire,East Midlands,England,Conservative,Conservative,Alicia Kearns,21248,0.437,0.214,10854,21248,7008,6252,2806,0,0,0,0,0,0,0,0,0,409,48577,0.677
Salford,E14001459,Greater Manchester,North West,England,Labour,Labour,Rebecca Long-Bailey,21132,0.532,0.379,21132,3583,6031,2752,5188,0,0,0,0,0,0,0,0,0,1018,39889,0.475
Salisbury,E14001460,Wiltshire,South West,England,Conservative,Conservative,John Glen,17110,0.341,0.0759,13303,17110,5235,11825,2115,0,0,0,0,0,0,0,0,0,585,50173,0.699
Scarborough and Whitby,E14001461,North Yorkshire,Yorkshire and the Humber,England,Conservative,Labour,Alison Hume,17758,0.402,0.122,17758,12350,9657,1899,1719,0,0,0,0,0,0,0,0,0,838,44221,0.593
Scunthorpe,E14001462,Humberside,Yorkshire and the Humber,England,Conservative,Labour,Nic Dakin,15484,0.397,0.0905,15484,11942,8163,942,1218,0,0,0,0,0,0,0,0,0,1302,39157,0.526
Sefton Central,E14001463,Mersyside,North West,England,Labour,Labour,Bill Esterson,26772,0.564,0.385,26772,8490,5767,2630,3294,0,0,0,0,0,0,0,0,0,496,47449,0.639
Selby,E14001464,North Yorkshire,Yorkshire and the Humber,England,Conservative,Labour,Keir Mather,22788,0.463,0.207,22788,12593,9565,1792,2484,0,0,0,0,0,0,0,0,0,0,49222,0.631
Sevenoaks,E14001465,Kent,South East,England,Conservative,Conservative,Laura Trott,18328,0.367,0.109,6802,18328,9341,12888,2033,0,0,0,0,0,0,0,0,0,507,49899,0.677
Sheffield Brightside and Hillsborough,E14001466,South Yorkshire,Yorkshire and the Humber,England,Labour,Labour,Gill Furniss,16301,0.516,0.361,16301,4069,0,1694,4701,0,0,0,0,0,0,0,0,0,4847,32141,0.449
Sheffield Central,E14001467,South Yorkshire,Yorkshire and the Humber,England,Labour,Labour,Abtisam Mohamed,16569,0.521,0.258,16569,2339,0,2174,8283,0,0,0,0,0,0,0,0,0,2438,32090,0.525
Sheffield Hallam,E14001468,South Yorkshire,Yorkshire and the Humber,England,Labour,Labour,Olivia Blake,23875,0.463,0.159,23875,6205,0,15686,4491,0,0,0,0,0,0,0,0,0,1344,51601,0.707
Sheffield Heeley,E14001469,South Yorkshire,Yorkshire and the Humber,England,Labour,Labour,Louise Haigh,21230,0.552,0.392,21230,5242,0,3863,5926,0,0,0,0,0,0,0,0,0,2185,39084,0.524
Sheffield South East,E14001470,South Yorkshire,Yorkshire and the Humber,England,Labour,Labour,Clive Betts,18710,0.523,0.348,18710,6252,0,3421,3158,0,0,0,0,0,0,0,0,0,4230,35771,0.482
Sherwood Forest,E14001471,Nottinghamshire,East Midlands,England,Conservative,Labour,Michelle Welsh,18841,0.387,0.112,18841,13398,11320,1838,2216,0,0,0,0,0,0,0,0,0,1047,48660,0.618
Shipley,E14001472,West Yorkshire,Yorkshire and the Humber,England,Conservative,Labour,Anna Dixon,21738,0.45,0.178,21738,13135,7238,1341,3605,0,0,0,0,0,0,0,0,0,1246,48303,0.652
Shrewsbury,E14001473,Shropshire,West Midlands,England,Conservative,Labour,Julia Buckley,22932,0.443,0.219,22932,11577,7524,6722,2387,0,0,0,0,0,0,0,0,0,418,51765,0.673
Sittingbourne and Sheppey,E14001474,Kent,South East,England,Conservative,Labour,Kevin McKenna,11919,0.291,0.00866,11919,11564,10512,1321,1692,0,0,0,0,0,0,0,0,0,3990,40998,0.512
Skipton and Ripon,E14001475,North Yorkshire,Yorkshire and the Humber,England,Conservative,Conservative,Julian Smith,18833,0.352,0.0309,17183,18833,8516,4194,3446,0,0,0,0,0,0,0,0,0,1278,53450,0.674
Sleaford and North Hykeham,E14001476,Lincolnshire,East Midlands,England,Conservative,Conservative,Caroline Johnson,17348,0.357,0.0895,13002,17348,10484,2264,2435,0,0,0,0,0,0,0,0,0,3032,48565,0.641
Slough,E14001477,Berkshire,South East,England,Labour,Labour,Tan Dhesi,14666,0.339,0.0843,14666,7457,3352,2060,1873,0,0,0,0,0,0,0,0,0,13870,43278,0.531
Smethwick,E14001478,West Midlands,West Midlands,England,Labour,Labour,Gurinder Josan,16858,0.48,0.319,16858,4546,5670,1018,2741,0,0,0,0,0,0,0,0,0,4282,35125,0.482
